DATADOACAO,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA
18/04/2020,MAGNAMED,SANTA CATARINA,ESTADO,TRANSPORTE,2, 96.580,Hospital e Maternidade Marieta Konder Bornhausen - ITAJAI/SC,SC,19/04/2020
16/06/2020,MAGNAMED,SANTA CATARINA,ESTADO,TRANSPORTE,10, 482.900,Secretaria Estadual de Saude,SC,22/06/2020
16/06/2020,WEG,SANTA CATARINA,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,SC,22/06/2020
26/06/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (CHAPECO),SC,28/06/2020
26/06/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (CHAPECO),SC,28/06/2020
26/06/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (CRICIUMA),SC,28/06/2020
26/06/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (CRICIUMA),SC,28/06/2020
26/06/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,4, 193.160,Secretaria Municipal de Saude (ITAJA̍),SC,28/06/2020
26/06/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,4, 240.000,Secretaria Municipal de Saude (ITAJA̍),SC,28/06/2020
26/06/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,4, 193.160,Secretaria Municipal de Saude  (JARAGÚ DO SUL),SC,28/06/2020
26/06/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,4, 240.000,Secretaria Municipal de Saude  (JARAGÚ DO SUL),SC,28/06/2020
10/07/2020,MAGNAMED,SANTA CATARINA,ESTADO,TRANSPORTE,13, 627.770,FLORIANOPOLIS - Secretaria Estadual de Saude,SC,16/07/2020
10/07/2020,VYAIRE,SANTA CATARINA,ESTADO,UTI,12, 720.000,FLORIANOPOLIS - Secretaria Estadual de Saude,SC,16/07/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,1, 48.290,BRACO DO NORTE - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,5, 300.000,ITAJAI - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,5, 241.450,ITAJAI - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,1, 48.290,JACINTO MACHADO - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,5, 300.000,JARAGUA DO SUL - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,5, 241.450,JARAGUA DO SUL - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,2, 96.580,ORLEANS - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,2, 96.580,PRAIA GRANDE - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,1, 48.290,SOMBRIO - Secretaria Municipal de Saude ,SC,03/08/2020
24/07/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,TRANSPORTE,3, 144.870,TUBARAO - Secretaria Municipal de Saude ,SC,03/08/2020
31/07/2020,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS DE CRICIUMA  SC,SC,07/08/2020
31/07/2020,LEISTUNG,SANTA CATARINA,MUNICIPIO,UTI,5, 300.000,SMS DE CRICIUMA  SC,SC,07/08/2020
09/08/2020,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,5, 300.000,SMS de Nova Trento,SC,14/08/2020
20/11/2020,MAGNAMED,SANTA CATARINA,MUNICIPIO,UTI,2, 120.000,SMS de Joinville  SC,SC,27/11/2020
08/12/2020,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE CURITIBANOS  SC,SC,11/12/2020
08/12/2020,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE APIUNA  SC,SC,10/12/2020
29/10/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SECRET MUN DE SAUDE DE IMBITUBA SC,SC,03/11/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL NOSSA SENHORA DOS NAVEGANTES,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL ROGACIONISTA EVANGELICO,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL MONSENHOR JOSE LOCKS DE SAO JOAO BATISTA,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL E MATERNIDADE OASE,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL DOM BOSCO RIO DOS CEDROS SC,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,HOSPITAL E MATERNIDADE DONA LISETTE,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,FUNDACAO HOSPITALAR DE IMBUIA,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL E MATERNIDADE SANTA TEREZINHA,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL FAUSTINO RISCAROLLI,SC,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,FUNDACAO HOSPITALAR ALEX KRIESER,SC,23/12/2020
23/12/2020,VYAIRE,SANTA CATARINA,ESTADO,UTI,50, 3.000.000,SES SANTA CATARINA,SC,26/12/2020
23/12/2020,VYAIRE,SANTA CATARINA,ESTADO,UTI,50, 3.000.000,SES SANTA CATARINA,SC,26/12/2020
23/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,IMPERIAL HOSPITAL DE CARIDADE,SC,29/12/2020
23/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL SAUDADES,SC,29/12/2020
23/12/2020,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,HSS HOSPITAL SAO SEBASTIAO,SC,29/12/2020
22/02/2021,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,50, 1.000.000, SES SANTA CATARINA ,SC,22/02/2021
22/02/2021,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,50, 3.000.000, SES SANTA CATARINA ,SC,25/02/2021
25/02/2021,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,15, 946.889,55,SECRET. MUN. DE SAUDE DE CHAPECO,SC,28/02/2021
25/02/2021,VYAIRE LTV 2200 USA,SANTA CATARINA,MUNICIPIO,TRANSPORTE USA,20, 1.262.519,40, SECRET. MUN. DE SAUDE DE XANXERE ,SC,28/02/2021
26/02/2021,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,50, 1.000.000,SES SANTA CATARINA,SC,06/03/2021
28/02/2021,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,15, 300.000,SECRET. MUN. DE SAUDE DE CHAPECO,SC,02/03/2021
28/02/2021,VYAIRE,SANTA CATARINA,MUNICIPIO,UTI,1, 60.000,SECRET. MUN. DE SAUDE DE CHAPECO,SC,02/03/2021
11/03/2021,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,1, 20.000,SECR. MUN. DE SAUDE DE CANELINHA ,SC,13/03/2021
11/03/2021,KTK,SANTA CATARINA,MUNICIPIO,TRANSPORTE,2, 40.000,SECR. MUN. DE SAUDE DE SAO BONIFACIO ,SC,13/03/2021
02/04/2021,RUSSER BRASIL,SANTA CATARINA,ESTADO,UTI,30, 1.800.000,SES SANTA CATARINA,SC,03/03/2021
24/05/2020,MAGNAMED,SERGIPE,ESTADO,TRANSPORTE,15, 724.350,Secretaria Estadual de Saude,SE,26/05/2020
24/05/2020,VYAIRE,SERGIPE,ESTADO,UTI,15, 900.000,Secretaria Estadual de Saude,SE,26/05/2020
28/05/2020,MAGNAMED,SERGIPE,ESTADO,TRANSPORTE,20, 965.800,Secretaria Estadual de Saude,SE,29/05/2020
30/05/2020,WEG,SERGIPE,ESTADO,UTI,20, 1.200.000,Secretaria Estadual de Saude,SE,02/06/2020
03/06/2020,VYAIRE,SERGIPE,ESTADO,UTI,20, 1.200.000,Secretaria Estadual de Saude,SE,05/06/2020
16/06/2020,MAGNAMED,SERGIPE,ESTADO,TRANSPORTE,20, 965.800,Secretaria Estadual de Saude,SE,18/06/2020
26/06/2020,VYAIRE,SERGIPE,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (SERGIPE),SE,30/06/2020
10/07/2020,VYAIRE,SERGIPE,ESTADO,UTI,20, 1.200.000,ARACAJU  - Secretaria Estadual de Saude,SE,20/07/2020
17/07/2020,VYAIRE,SERGIPE,ESTADO,UTI,5, 300.000,ARACAJU - Secretaria Estadual de Saude,SE,31/07/2020
17/07/2020,MAGNAMED,SERGIPE,ESTADO,TRANSPORTE,21, 1.014.090,ARACAJU - Secretaria Estadual de Saude,SE,31/07/2020
26/06/2020,MAGNAMED,SERGIPE,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (ESTANCIA),SE,03/07/2020
26/06/2020,MAGNAMED,SERGIPE,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (ESTANCIA),SE,03/07/2020
31/07/2020,KTK,SERGIPE,MUNICIPIO,TRANSPORTE,5, 100.000,Secretaria Municipal de Saude de Itabaia,SE,07/08/2020
31/07/2020,LEISTUNG,SERGIPE,MUNICIPIO,UTI,2, 120.000,SMS de Capela,SE,07/08/2020
31/07/2020,KTK,SERGIPE,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Capela,SE,07/08/2020
31/07/2020,KTK,SERGIPE,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Cedro de Sao Joao,SE,07/08/2020
21/03/2021,INSPIRAR,SERGIPE,ESTADO,UTI,10, 600.000,SMS de ARACAJU ,SE,23/03/2021
16/05/2020,KTK,SAO PAULO,ESTADO,UTI,5, 300.000,Secretaria Estadual de Saude,SP,16/05/2020
16/05/2020,VYAIRE,SAO PAULO,ESTADO,UTI,15, 900.000,Secretaria Estadual de Saude,SP,16/05/2020
21/05/2020,MAGNAMED,SAO PAULO,ESTADO,TRANSPORTE,150, 7.243.500,Secretaria Estadual de Saude,SP,21/05/2020
27/05/2020,VYAIRE,SAO PAULO,ESTADO,UTI,50, 3.000.000,Secretaria Estadual de Saude,SP,27/05/2020
28/05/2020,LEISTUNG,SAO PAULO,ESTADO,UTI,100, 6.000.000,Secretaria Estadual de Saude,SP,28/05/2020
28/05/2020,MAGNAMED,SAO PAULO,ESTADO,TRANSPORTE,70, 3.380.300,Secretaria Estadual de Saude,SP,30/05/2020
30/05/2020,KTK,SAO PAULO,ESTADO,UTI,13, 780.000,Secretaria Estadual de Saude,SP,01/06/2020
30/05/2020,KTK,SAO PAULO,ESTADO,UTI,12, 720.000,Secretaria Estadual de Saude,SP,01/06/2020
30/05/2020,MAGNAMED,SAO PAULO,ESTADO,UTI,5, 300.000,Secretaria Estadual de Saude,SP,01/06/2020
30/05/2020,VYAIRE,SAO PAULO,ESTADO,UTI,30, 1.800.000,Secretaria Estadual de Saude,SP,01/06/2020
30/05/2020,VYAIRE,SAO PAULO,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,SP,01/06/2020
03/06/2020,VYAIRE,SAO PAULO,ESTADO,UTI,30, 1.800.000,Secretaria Estadual de Saude,SP,03/06/2020
03/06/2020,VYAIRE,SAO PAULO,ESTADO,UTI,30, 1.800.000,Secretaria Estadual de Saude,SP,03/06/2020
03/06/2020,VYAIRE,SAO PAULO,ESTADO,UTI,7, 420.000,Secretaria Estadual de Saude,SP,03/06/2020
03/06/2020,VYAIRE,SAO PAULO,ESTADO,UTI,3, 180.000,Secretaria Estadual de Saude,SP,03/06/2020
03/06/2020,MAGNAMED,SAO PAULO,ESTADO,TRANSPORTE,51, 2.462.790,Secretaria Estadual de Saude,SP,03/06/2020
03/06/2020,MAGNAMED,SAO PAULO,ESTADO,TRANSPORTE,2, 96.580,Secretaria Estadual de Saude,SP,03/06/2020
03/06/2020,MAGNAMED,SAO PAULO,ESTADO,TRANSPORTE,17, 820.930,Secretaria Estadual de Saude,SP,03/06/2020
04/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude (Suzano),SP,05/06/2020
09/06/2020,KTK,SAO PAULO,MUNICIPIO,UTI,17, 1.020.000,Secretaria Municipal de Saude (Guarulhos),SP,17/06/2020
09/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (Guarulhos),SP,17/06/2020
09/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude (Guarulhos),SP,17/06/2020
12/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude  (Campinas),SP,15/06/2020
12/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude  (Campinas),SP,15/06/2020
16/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (Cap̣o Bonito),SP,17/06/2020
16/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (Itapeva),SP,17/06/2020
16/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (Itapetininga),SP,17/06/2020
16/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (Guapiara),SP,17/06/2020
16/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (Itarar̩),SP,17/06/2020
16/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (Apiai?),SP,17/06/2020
25/06/2020,KTK,SAO PAULO,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,SP,25/06/2020
25/06/2020,KTK,SAO PAULO,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,SP,25/06/2020
25/06/2020,KTK,SAO PAULO,ESTADO,UTI,30, 1.800.000,Secretaria Estadual de Saude,SP,25/06/2020
25/06/2020,KTK,SAO PAULO,ESTADO,TRANSPORTE,30, 600.000,Secretaria Estadual de Saude,SP,25/06/2020
26/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (ITAPEVA),SP,29/06/2020
26/06/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (ITAPEVA),SP,29/06/2020
26/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (MIRANDOPOLIS),SP,29/06/2020
26/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (MIRANDOPOLIS),SP,29/06/2020
26/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (TATU̍),SP,29/06/2020
26/06/2020,MAGNAMED,SAO PAULO,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (TATU̍),SP,29/06/2020
07/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,Itapecerica da Serra - SMS,SP,09/07/2020
07/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,Itapecerica da Serra - SMS,SP,09/07/2020
07/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,Itapecerica da Serra - SMS,SP,09/07/2020
07/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,Itapecerica da Serra - SMS,SP,09/07/2020
10/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,CAPAO BONITO - Secretaria Municipal de Saude,SP,14/07/2020
10/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,4, 193.160,ESTANCIA TUR̍STICA DE TREMEMBE - Secretaria Municipal de Saude,SP,14/07/2020
10/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,PILAR DO SUL - Secretaria Municipal de Saude,SP,14/07/2020
10/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,SANTO ANDRE - Secretaria Municipal de Saude,SP,14/07/2020
17/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,5, 300.000,BAURU - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,BAURU - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,BIRIGUI - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,CAJOBI - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,CERQUILHO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,COLOMBIA - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,CRUZEIRO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,DRACENA - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,JOSE BONIFACIO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,LEME - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,PAULO DE FARIAS  - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,PEREIRA BARRETO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,POTIRENDABA - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,PRESIDENTE PRUDENTE - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,3, 144.870,SANTA ISABEL  - Secretaria Municipal de Saude ,SP,21/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,TAIUVA - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,VIRADOURO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,RIOLANDIA - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,5, 300.000,SAO JOSE DO RIO PRETO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 241.450,SAO JOSE DO RIO PRETO - Secretaria Municipal de Saude ,SP,22/07/2020
17/07/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 48.290,BILAC -Secretaria Municipal de Saude ,SP,22/07/2020
24/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000, MORUNGABA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,ALUMINIO - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,AMERICANA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,AMERICANA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,AMPARO - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,1, 60.000,APIAI - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,APIAI - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,ATIBAIA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,VYAIRE,SAO PAULO,MUNICIPIO,UTI,2, 120.000,BURITAMA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,CAPIVARI - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,CARAPICUIBA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,ITABERA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,ITANHAEM - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 100.000,ITAQUAQUECETUBA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,JAGUARIUNA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,LOURDES - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,MAIRINQUE - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,MAIRINQUE - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,NOVO HORIZONTE - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,ONDA VERDE - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,5, 100.000,PARIQUERA-ACU - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,SAO JOAQUIM DA BARRA - Secretaria Municipal de Saude ,SP,31/07/2020
24/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,SAO PEDRO - Secretaria Municipal de Saude ,SP,31/07/2020
31/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE IPORANGA  SP,SP,03/08/2020
31/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE LUIS ANTONIO  SP,SP,03/08/2020
31/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,SECR MUN DE SAUDE DE MARTINOPOLIS  SP,SP,04/08/2020
31/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,SECR MUN DE SAUDE DE PLANALTO  SP,SP,04/08/2020
31/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 40.000,SECR MUN DE SAUDE DE TURIUBA  SP,SP,04/08/2020
31/07/2020,LEISTUNG,SAO PAULO,MUNICIPIO,UTI,3, 180.000,SECRETARIA MUNICIPAL DE SAUDE DE ITATIBA,SP,03/08/2020
31/07/2020,KTK,SAO PAULO,MUNICIPIO,TRANSPORTE,3, 60.000,SECRETARIA MUNICIPAL DE SAUDE DE ITATIBA,SP,03/08/2020
31/07/2020,LEISTUNG,SAO PAULO,MUNICIPIO,UTI,2, 120.000,SMS de Cunha,SP,04/08/2020
31/07/2020,LEISTUNG,SAO PAULO,MUNICIPIO,UTI,1, 60.000,SMS DE NOVA EUROPA  SP,SP,04/08/2020
31/07/2020,LEISTUNG,SAO PAULO,MUNICIPIO,UTI,2, 120.000,SMS DE SAO ROQUE  SP,SP,03/08/2020
05/08/2020,LEISTUNG,SAO PAULO,ESTADO,UTI,120, 7.200.000,Secretaria Estadual de Saude,SP,06/08/2020
05/08/2020,VYAIRE LTV 1200 USA,SAO PAULO,ESTADO,TRANSPORTE USA,80, 5.050.077,60,Secretaria Estadual de Saude,SP,06/08/2020
09/08/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE SALESOPOLIS  SP,SP,11/08/2020
09/08/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,4, 193.160,SECR MUN DE SAUDE DE GUARAREMA  SP,SP,11/08/2020
14/08/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,SECRETARIA  MUNICIPAL DE SAUDE DE APAREC,SP,17/08/2020
14/08/2020,MAGNAMED,SAO PAULO,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE POTIM  SP,SP,17/08/2020
